Timestamp,LeftChannel,RightChannel,TachPulse
0.032031,-1.184163,1.999100,0.0
0.032188,-1.110849,1.999970,0.0
0.032344,-1.036866,1.999636,0.0
0.032500,-0.962259,1.998096,0.0
0.032656,-0.887072,1.995354,0.0
0.032813,-0.811350,1.991409,0.0
0.032969,-0.735140,1.986265,0.0
0.033125,-0.658487,1.979924,0.0
0.033281,-0.581437,1.972391,0.0
0.033438,-0.504038,1.963669,0.0
0.033594,-0.426334,1.953765,0.0
0.033750,-0.348374,1.942684,0.0
0.033906,-0.270204,1.930433,0.0
0.034063,-0.191871,1.917019,0.0
0.034219,-0.113423,1.902450,0.0
0.034375,-0.034906,1.886735,0.0
0.034531,0.043632,1.869884,0.0
0.034688,0.122143,1.851906,0.0
0.034844,0.200581,1.832813,0.0
0.035000,0.278898,1.812616,0.0
0.035156,0.357047,1.791327,0.0
0.035312,0.434981,1.768958,0.0
0.035469,0.512653,1.745525,0.0
0.035625,0.590017,1.721040,0.0
0.035781,0.667025,1.695518,0.0
0.035937,0.743631,1.668975,0.0
0.036094,0.819789,1.641426,0.0
0.036250,0.895453,1.612889,0.0
0.036406,0.970578,1.583381,0.0
0.036562,1.045118,1.552918,0.0
0.036719,1.119029,1.521520,0.0
0.036875,1.192265,1.489206,0.0
0.037031,1.264784,1.455994,0.0
0.037187,1.336540,1.421906,0.0
0.037344,1.407492,1.386961,0.0
0.037500,1.477596,1.351180,0.0
0.037656,1.546809,1.314586,0.0
0.037812,1.615091,1.277200,0.0
0.037969,1.682400,1.239044,0.0
0.038125,1.748696,1.200142,0.0
0.038281,1.813938,1.160518,0.0
0.038437,1.878088,1.120194,0.0
0.038594,1.941106,1.079195,0.0
0.038750,2.002955,1.037547,0.0
0.038906,2.063598,0.995273,0.0
0.039062,2.122997,0.952400,0.0
0.039219,2.181118,0.908953,0.0
0.039375,2.237925,0.864958,0.0
0.039531,2.293384,0.820443,0.0
0.039688,2.347461,0.775433,0.0
0.039844,2.400125,0.729957,0.0
0.040000,2.451342,0.684040,5.0
0.040156,2.501083,0.637712,0.0
0.040313,2.549318,0.590999,0.0
0.040469,2.596017,0.543931,0.0
0.040625,2.641152,0.496534,0.0
0.040781,2.684696,0.448839,0.0
0.040938,2.726623,0.400873,0.0
0.041094,2.766908,0.352666,0.0
0.041250,2.805526,0.304247,0.0
0.041406,2.842454,0.255644,0.0
0.041563,2.877669,0.206887,0.0
0.041719,2.911152,0.158006,0.0
0.041875,2.942881,0.109029,0.0
0.042031,2.972837,0.059987,0.0
0.042188,3.001002,0.010908,0.0
0.042344,3.027360,-0.038177,0.0
0.042500,3.051894,-0.087239,0.0
0.042656,3.074590,-0.136248,0.0
0.042813,3.095434,-0.185176,0.0
0.042969,3.114413,-0.233991,0.0
0.043125,3.131516,-0.282666,0.0
0.043281,3.146733,-0.331171,0.0
0.043437,3.160055,-0.379476,0.0
0.043594,3.171473,-0.427553,0.0
0.043750,3.180980,-0.475372,0.0
0.043906,3.188572,-0.522904,0.0
0.044062,3.194243,-0.570122,0.0
0.044219,3.197989,-0.616996,0.0
0.044375,3.199810,-0.663499,0.0
0.044531,3.199703,-0.709602,0.0
0.044687,3.197668,-0.755278,0.0
0.044844,3.193707,-0.800498,0.0
0.045000,3.187823,-0.845237,0.0
0.045156,3.180018,-0.889466,0.0
0.045312,3.170298,-0.933159,0.0
0.045469,3.158668,-0.976291,0.0
0.045625,3.145136,-1.018834,0.0
0.045781,3.129709,-1.060763,0.0
0.045937,3.112397,-1.102054,0.0
0.046094,3.093210,-1.142681,0.0
0.046250,3.072160,-1.182619,0.0
0.046406,3.049259,-1.221845,0.0
0.046562,3.024521,-1.260336,0.0
0.046719,2.997962,-1.298066,0.0
0.046875,2.969597,-1.335015,0.0
0.047031,2.939442,-1.371160,0.0
0.047188,2.907518,-1.406479,0.0
0.047344,2.873842,-1.440951,0.0
0.047500,2.838435,-1.474555,0.0
0.047656,2.801318,-1.507270,0.0
0.047813,2.762513,-1.539078,0.0
0.047969,2.722045,-1.569958,0.0
0.048125,2.679937,-1.599893,0.0
0.048281,2.636215,-1.628864,0.0
0.048438,2.590905,-1.656854,0.0
0.048594,2.544034,-1.683846,0.0
0.048750,2.495630,-1.709824,0.0
0.048906,2.445724,-1.734771,0.0
0.049063,2.394344,-1.758674,0.0
0.049219,2.341522,-1.781518,0.0
0.049375,2.287289,-1.803288,0.0
0.049531,2.231679,-1.823972,0.0
0.049688,2.174724,-1.843557,0.0
0.049844,2.116460,-1.862032,0.0
0.050000,2.056920,-1.879385,0.0
0.050156,1.996142,-1.895606,0.0
0.050313,1.934161,-1.910686,0.0
0.050469,1.871015,-1.924614,0.0
0.050625,1.806742,-1.937383,0.0
0.050781,1.741381,-1.948985,0.0
0.050937,1.674971,-1.959413,0.0
0.051094,1.607552,-1.968661,0.0
0.051250,1.539164,-1.976723,0.0
0.051406,1.469849,-1.983594,0.0
0.051562,1.399649,-1.989271,0.0
0.051719,1.328606,-1.993749,0.0
0.051875,1.256763,-1.997026,0.0
0.052031,1.184163,-1.999100,0.0
0.052187,1.110849,-1.999970,0.0
0.052344,1.036866,-1.999636,0.0
0.052500,0.962259,-1.998096,0.0
0.052656,0.887072,-1.995354,0.0
0.052812,0.811350,-1.991409,0.0
0.052969,0.735140,-1.986265,0.0
0.053125,0.658487,-1.979924,0.0
0.053281,0.581437,-1.972391,0.0
0.053437,0.504038,-1.963669,0.0
0.053594,0.426334,-1.953765,0.0
0.053750,0.348374,-1.942684,0.0
0.053906,0.270204,-1.930433,0.0
0.054062,0.191871,-1.917019,0.0
0.054219,0.113423,-1.902450,0.0
0.054375,0.034906,-1.886735,0.0
0.054531,-0.043632,-1.869884,0.0
0.054688,-0.122143,-1.851906,0.0
0.054844,-0.200581,-1.832813,0.0
0.055000,-0.278898,-1.812616,0.0
0.055156,-0.357047,-1.791327,0.0
0.055313,-0.434981,-1.768958,0.0
0.055469,-0.512653,-1.745525,0.0
0.055625,-0.590017,-1.721040,0.0
0.055781,-0.667025,-1.695518,0.0
0.055938,-0.743631,-1.668975,0.0
0.056094,-0.819789,-1.641426,0.0
0.056250,-0.895453,-1.612889,0.0
0.056406,-0.970578,-1.583381,0.0
0.056563,-1.045118,-1.552918,0.0
0.056719,-1.119029,-1.521520,0.0
0.056875,-1.192265,-1.489206,0.0
0.057031,-1.264784,-1.455994,0.0
0.057188,-1.336540,-1.421906,0.0
0.057344,-1.407492,-1.386961,0.0
0.057500,-1.477596,-1.351180,0.0
0.057656,-1.546809,-1.314586,0.0
0.057813,-1.615091,-1.277200,0.0
0.057969,-1.682400,-1.239044,0.0
0.058125,-1.748696,-1.200142,0.0
0.058281,-1.813938,-1.160518,0.0
0.058438,-1.878088,-1.120194,0.0
0.058594,-1.941106,-1.079195,0.0
0.058750,-2.002955,-1.037547,0.0
0.058906,-2.063598,-0.995273,0.0
0.059062,-2.122997,-0.952400,0.0
0.059219,-2.181118,-0.908953,0.0
0.059375,-2.237925,-0.864958,0.0
0.059531,-2.293384,-0.820443,0.0
0.059687,-2.347461,-0.775433,0.0
0.059844,-2.400125,-0.729957,0.0
0.060000,-2.451342,-0.684040,0.0
0.060156,-2.501083,-0.637712,0.0
0.060312,-2.549318,-0.590999,0.0
0.060469,-2.596017,-0.543931,0.0
0.060625,-2.641152,-0.496534,0.0
0.060781,-2.684696,-0.448839,0.0
0.060937,-2.726623,-0.400873,0.0
0.061094,-2.766908,-0.352666,0.0
0.061250,-2.805526,-0.304247,0.0
0.061406,-2.842454,-0.255644,0.0
0.061562,-2.877669,-0.206887,0.0
0.061719,-2.911152,-0.158006,0.0
0.061875,-2.942881,-0.109029,0.0
0.062031,-2.972837,-0.059987,0.0
0.062187,-3.001002,-0.010908,0.0
0.062344,-3.027360,0.038177,0.0
0.062500,-3.051894,0.087239,0.0
0.062656,-3.074590,0.136248,0.0
0.062812,-3.095434,0.185176,0.0
0.062969,-3.114413,0.233991,0.0
0.063125,-3.131516,0.282666,0.0
0.063281,-3.146733,0.331171,0.0
0.063437,-3.160055,0.379476,0.0
0.063594,-3.171473,0.427553,0.0
0.063750,-3.180980,0.475372,0.0
0.063906,-3.188572,0.522904,0.0
0.064062,-3.194243,0.570122,0.0
0.064219,-3.197989,0.616996,0.0
0.064375,-3.199810,0.663499,0.0
0.064531,-3.199703,0.709602,0.0
0.064687,-3.197668,0.755278,0.0
0.064844,-3.193707,0.800498,0.0
0.065000,-3.187823,0.845237,0.0
0.065156,-3.180018,0.889466,0.0
0.065312,-3.170298,0.933159,0.0
0.065469,-3.158668,0.976291,0.0
0.065625,-3.145136,1.018834,0.0
0.065781,-3.129709,1.060763,0.0
0.065937,-3.112397,1.102054,0.0
0.066094,-3.093210,1.142681,0.0
0.066250,-3.072160,1.182619,0.0
0.066406,-3.049259,1.221845,0.0
0.066562,-3.024521,1.260336,0.0
0.066719,-2.997962,1.298066,0.0
0.066875,-2.969597,1.335015,0.0
0.067031,-2.939442,1.371160,0.0
0.067187,-2.907518,1.406479,0.0
0.067344,-2.873842,1.440951,0.0
0.067500,-2.838435,1.474555,0.0
0.067656,-2.801318,1.507270,0.0
0.067812,-2.762513,1.539078,0.0
0.067969,-2.722045,1.569958,0.0
0.068125,-2.679937,1.599893,0.0
0.068281,-2.636215,1.628864,0.0
0.068437,-2.590905,1.656854,0.0
0.068594,-2.544034,1.683846,0.0
0.068750,-2.495630,1.709824,0.0
0.068906,-2.445724,1.734771,0.0
0.069062,-2.394344,1.758674,0.0
0.069219,-2.341522,1.781518,0.0
0.069375,-2.287289,1.803288,0.0
0.069531,-2.231679,1.823972,0.0
0.069687,-2.174724,1.843557,0.0
0.069844,-2.116460,1.862032,0.0
0.070000,-2.056920,1.879385,0.0
0.070156,-1.996142,1.895606,0.0
0.070312,-1.934161,1.910686,0.0
0.070469,-1.871015,1.924614,0.0
0.070625,-1.806742,1.937383,0.0
0.070781,-1.741381,1.948985,0.0
0.070938,-1.674971,1.959413,0.0
0.071094,-1.607552,1.968661,0.0
0.071250,-1.539164,1.976723,0.0
0.071406,-1.469849,1.983594,0.0
0.071563,-1.399649,1.989271,0.0
0.071719,-1.328606,1.993749,0.0
0.071875,-1.256763,1.997026,0.0
0.072031,-1.184163,1.999100,0.0
0.072188,-1.110849,1.999970,0.0
0.072344,-1.036866,1.999636,0.0
0.072500,-0.962259,1.998096,0.0
0.072656,-0.887072,1.995354,0.0
0.072813,-0.811350,1.991409,0.0
0.072969,-0.735140,1.986265,0.0
0.073125,-0.658487,1.979924,0.0
0.073281,-0.581437,1.972391,0.0
0.073438,-0.504038,1.963669,0.0
0.073594,-0.426334,1.953765,0.0
0.073750,-0.348374,1.942684,0.0
0.073906,-0.270204,1.930433,0.0
0.074063,-0.191871,1.917019,0.0
0.074219,-0.113423,1.902450,0.0
0.074375,-0.034906,1.886735,0.0
0.074531,0.043632,1.869884,0.0
0.074688,0.122143,1.851906,0.0
0.074844,0.200581,1.832813,0.0
0.075000,0.278898,1.812616,0.0
0.075156,0.357047,1.791327,0.0
0.075313,0.434981,1.768958,0.0
0.075469,0.512653,1.745525,0.0
0.075625,0.590017,1.721040,0.0
0.075781,0.667025,1.695518,0.0
0.075938,0.743631,1.668975,0.0
0.076094,0.819789,1.641426,0.0
0.076250,0.895453,1.612889,0.0
0.076406,0.970578,1.583381,0.0
0.076563,1.045118,1.552918,0.0
0.076719,1.119029,1.521520,0.0
0.076875,1.192265,1.489206,0.0
0.077031,1.264784,1.455994,0.0
0.077188,1.336540,1.421906,0.0
0.077344,1.407492,1.386961,0.0
0.077500,1.477596,1.351180,0.0
0.077656,1.546809,1.314586,0.0
0.077813,1.615091,1.277200,0.0
0.077969,1.682400,1.239044,0.0
0.078125,1.748696,1.200142,0.0
0.078281,1.813938,1.160518,0.0
0.078437,1.878088,1.120194,0.0
0.078594,1.941106,1.079195,0.0
0.078750,2.002955,1.037547,0.0
0.078906,2.063598,0.995273,0.0
0.079062,2.122997,0.952400,0.0
0.079219,2.181118,0.908953,0.0
0.079375,2.237925,0.864958,0.0
0.079531,2.293384,0.820443,0.0
0.079687,2.347461,0.775433,0.0
0.079844,2.400125,0.729957,0.0
0.080000,2.451342,0.684040,5.0
0.080156,2.501083,0.637712,0.0
0.080312,2.549318,0.590999,0.0
0.080469,2.596017,0.543931,0.0
0.080625,2.641152,0.496534,0.0
0.080781,2.684696,0.448839,0.0
0.080937,2.726623,0.400873,0.0
0.081094,2.766908,0.352666,0.0
0.081250,2.805526,0.304247,0.0
0.081406,2.842454,0.255644,0.0
0.081562,2.877669,0.206887,0.0
0.081719,2.911152,0.158006,0.0
0.081875,2.942881,0.109029,0.0
0.082031,2.972837,0.059987,0.0
0.082187,3.001002,0.010908,0.0
0.082344,3.027360,-0.038177,0.0
0.082500,3.051894,-0.087239,0.0
0.082656,3.074590,-0.136248,0.0
0.082812,3.095434,-0.185176,0.0
0.082969,3.114413,-0.233991,0.0
0.083125,3.131516,-0.282666,0.0
0.083281,3.146733,-0.331171,0.0
0.083437,3.160055,-0.379476,0.0
0.083594,3.171473,-0.427553,0.0
0.083750,3.180980,-0.475372,0.0
0.083906,3.188572,-0.522904,0.0
0.084062,3.194243,-0.570122,0.0
0.084219,3.197989,-0.616996,0.0
0.084375,3.199810,-0.663499,0.0
0.084531,3.199703,-0.709602,0.0
0.084687,3.197668,-0.755278,0.0
0.084844,3.193707,-0.800498,0.0
0.085000,3.187823,-0.845237,0.0
0.085156,3.180018,-0.889466,0.0
0.085312,3.170298,-0.933159,0.0
0.085469,3.158668,-0.976291,0.0
0.085625,3.145136,-1.018834,0.0
0.085781,3.129709,-1.060763,0.0
0.085938,3.112397,-1.102054,0.0
0.086094,3.093210,-1.142681,0.0
0.086250,3.072160,-1.182619,0.0
0.086406,3.049259,-1.221845,0.0
0.086563,3.024521,-1.260336,0.0
0.086719,2.997962,-1.298066,0.0
0.086875,2.969597,-1.335015,0.0
0.087031,2.939442,-1.371160,0.0
0.087188,2.907518,-1.406479,0.0
0.087344,2.873842,-1.440951,0.0
0.087500,2.838435,-1.474555,0.0
0.087656,2.801318,-1.507270,0.0
0.087813,2.762513,-1.539078,0.0
0.087969,2.722045,-1.569958,0.0
0.088125,2.679937,-1.599893,0.0
0.088281,2.636215,-1.628864,0.0
0.088438,2.590905,-1.656854,0.0
0.088594,2.544034,-1.683846,0.0
0.088750,2.495630,-1.709824,0.0
0.088906,2.445724,-1.734771,0.0
0.089063,2.394344,-1.758674,0.0
0.089219,2.341522,-1.781518,0.0
0.089375,2.287289,-1.803288,0.0
0.089531,2.231679,-1.823972,0.0
0.089688,2.174724,-1.843557,0.0
0.089844,2.116460,-1.862032,0.0
0.090000,2.056920,-1.879385,0.0
0.090156,1.996142,-1.895606,0.0
0.090313,1.934161,-1.910686,0.0
0.090469,1.871015,-1.924614,0.0
0.090625,1.806742,-1.937383,0.0
0.090781,1.741381,-1.948985,0.0
0.090938,1.674971,-1.959413,0.0
0.091094,1.607552,-1.968661,0.0
0.091250,1.539164,-1.976723,0.0
0.091406,1.469849,-1.983594,0.0
0.091563,1.399649,-1.989271,0.0
0.091719,1.328606,-1.993749,0.0
0.091875,1.256763,-1.997026,0.0
0.092031,1.184163,-1.999100,0.0
0.092188,1.110849,-1.999970,0.0
0.092344,1.036866,-1.999636,0.0
0.092500,0.962259,-1.998096,0.0
0.092656,0.887072,-1.995354,0.0
0.092813,0.811350,-1.991409,0.0
0.092969,0.735140,-1.986265,0.0
0.093125,0.658487,-1.979924,0.0
0.093281,0.581437,-1.972391,0.0
0.093438,0.504038,-1.963669,0.0
0.093594,0.426334,-1.953765,0.0
0.093750,0.348374,-1.942684,0.0
0.093906,0.270204,-1.930433,0.0
0.094062,0.191871,-1.917019,0.0
0.094219,0.113423,-1.902450,0.0
0.094375,0.034906,-1.886735,0.0
0.094531,-0.043632,-1.869884,0.0
0.094687,-0.122143,-1.851906,0.0
0.094844,-0.200581,-1.832813,0.0
0.095000,-0.278898,-1.812616,0.0
0.095156,-0.357047,-1.791327,0.0
0.095312,-0.434981,-1.768958,0.0
0.095469,-0.512653,-1.745525,0.0
0.095625,-0.590017,-1.721040,0.0
0.095781,-0.667025,-1.695518,0.0
0.095937,-0.743631,-1.668975,0.0
0.096094,-0.819789,-1.641426,0.0
0.096250,-0.895453,-1.612889,0.0
0.096406,-0.970578,-1.583381,0.0
0.096562,-1.045118,-1.552918,0.0
0.096719,-1.119029,-1.521520,0.0
0.096875,-1.192265,-1.489206,0.0
0.097031,-1.264784,-1.455994,0.0
0.097187,-1.336540,-1.421906,0.0
0.097344,-1.407492,-1.386961,0.0
0.097500,-1.477596,-1.351180,0.0
0.097656,-1.546809,-1.314586,0.0
0.097812,-1.615091,-1.277200,0.0
0.097969,-1.682400,-1.239044,0.0
0.098125,-1.748696,-1.200142,0.0
0.098281,-1.813938,-1.160518,0.0
0.098437,-1.878088,-1.120194,0.0
0.098594,-1.941106,-1.079195,0.0
0.098750,-2.002955,-1.037547,0.0
0.098906,-2.063598,-0.995273,0.0
0.099062,-2.122997,-0.952400,0.0
0.099219,-2.181118,-0.908953,0.0
0.099375,-2.237925,-0.864958,0.0
0.099531,-2.293384,-0.820443,0.0
0.099687,-2.347461,-0.775433,0.0
0.099844,-2.400125,-0.729957,0.0
0.100000,-2.451342,-0.684040,0.0
0.100156,-2.501083,-0.637712,0.0
0.100312,-2.549318,-0.590999,0.0
0.100469,-2.596017,-0.543931,0.0
0.100625,-2.641152,-0.496534,0.0
0.100781,-2.684696,-0.448839,0.0
0.100937,-2.726623,-0.400873,0.0
0.101094,-2.766908,-0.352666,0.0
0.101250,-2.805526,-0.304247,0.0
0.101406,-2.842454,-0.255644,0.0
0.101562,-2.877669,-0.206887,0.0
0.101719,-2.911152,-0.158006,0.0
0.101875,-2.942881,-0.109029,0.0
0.102031,-2.972837,-0.059987,0.0
0.102188,-3.001002,-0.010908,0.0
0.102344,-3.027360,0.038177,0.0
0.102500,-3.051894,0.087239,0.0
0.102656,-3.074590,0.136248,0.0
0.102813,-3.095434,0.185176,0.0
0.102969,-3.114413,0.233991,0.0
0.103125,-3.131516,0.282666,0.0
0.103281,-3.146733,0.331171,0.0
0.103438,-3.160055,0.379476,0.0
0.103594,-3.171473,0.427553,0.0
0.103750,-3.180980,0.475372,0.0
0.103906,-3.188572,0.522904,0.0
0.104063,-3.194243,0.570122,0.0
0.104219,-3.197989,0.616996,0.0
0.104375,-3.199810,0.663499,0.0
0.104531,-3.199703,0.709602,0.0
0.104688,-3.197668,0.755278,0.0
0.104844,-3.193707,0.800498,0.0
0.105000,-3.187823,0.845237,0.0
0.105156,-3.180018,0.889466,0.0
0.105313,-3.170298,0.933159,0.0
0.105469,-3.158668,0.976291,0.0
0.105625,-3.145136,1.018834,0.0
0.105781,-3.129709,1.060763,0.0
0.105938,-3.112397,1.102054,0.0
0.106094,-3.093210,1.142681,0.0
0.106250,-3.072160,1.182619,0.0
0.106406,-3.049259,1.221845,0.0
0.106563,-3.024521,1.260336,0.0
0.106719,-2.997962,1.298066,0.0
0.106875,-2.969597,1.335015,0.0
0.107031,-2.939442,1.371160,0.0
0.107188,-2.907518,1.406479,0.0
0.107344,-2.873842,1.440951,0.0
0.107500,-2.838435,1.474555,0.0
0.107656,-2.801318,1.507270,0.0
0.107813,-2.762513,1.539078,0.0
0.107969,-2.722045,1.569958,0.0
0.108125,-2.679937,1.599893,0.0
0.108281,-2.636215,1.628864,0.0
0.108438,-2.590905,1.656854,0.0
